"airport","description","frequency","type"
"KSBS","AWOS 3","118.325","AWOS"
"KSBS","CTAF/UNICOM","122.8","UNIC"
"KSBS","DENVER CNTR","120.475","CNTR"
"KSBS","DENVER RDO","122.2","RCO"
"KSBX","CTAF/UNICOM","122.8","UNIC"
"KSBX","GREAT FALLS RDO","122.2","RDO"
"KSBX","SALT LAKE CNTR","133.4","A/D"
"KSBY","ASOS","118.325","ASOS"
"KSBY","CLNC DEL","123.775","CLD"
"KSBY","CTAF","119.425","CTAF"
"KSBY","GND","123.775","GND"
"KSBY","LEESBURG RDO","122.2","RDO"
"KSBY","PATUXENT APP/DEP","127.95","A/D"
"KSBY","TWR","119.425","TWR"
"KSBY","UNICOM","122.95","UNIC"
"KSCB","CTAF","122.9","CTAF"
"KSCB","OMAHA APP/DEP","120.1","A/D"
"KSCH","ALBANY APP/DEP","118.05","A/D"
"KSCH","ANG OPS COMD POST","140.45","OPS"
"KSCH","AWOS 3","119.275","AWOS"
"KSCH","CTAF","121.3","CTAF"
"KSCH","TWR","121.3","TWR"
"KSCH","UNICOM","122.95","UNIC"
"KSCK","ARNG OPS","49","OPS"
"KSCK","ATIS","118.25","ATIS"
"KSCK","CTAF","120.3","CTAF"
"KSCK","GND","121.9","GND"
"KSCK","NORCAL APP","123.85","APP"
"KSCK","NORCAL DEP","125.1","DEP"
"KSCK","RANCHO RDO","122.65","RDO"
"KSCK","TWR","120.3","TWR"
"KSCK","UNICOM","122.95","UNIC"
"KSDF","ANG OPS","26.81","OPS"
"KSDF","APP","123.675","APP"
"KSDF","ATIS","118.725","ATIS"
"KSDF","CLNC DEL","126.1","CLD"
"KSDF","DEP","123.675","DEP"
"KSDF","GND","121.7","GND"
"KSDF","TWR","124.2","TWR"
"KSDF","UNICOM","122.95","UNIC"
"KSDM","ATIS","132.35","ATIS"
"KSDM","CLNC DEL","124.4","CLD"
"KSDM","CTAF","126.5","CTAF"
"KSDM","GND","124.4","GND"
"KSDM","SOCAL APP","124.35","A/D"
"KSDM","SOCAL DEP","125.15","DEP"
"KSDM","TWR","126.5","TWR"
"KSDM","UNICOM","122.95","UNIC"
"KSDY","AWOS 3","119.275","AWOS"
"KSDY","CTAF/UNICOM","122.8","UNIC"
"KSDY","GREAT FALLS RDO","123.65","RDO"
"KSEA","APP/DEP","119.2","A/D"
"KSEA","ATIS","118","ATIS"
"KSEA","CLNC DEL","128","CLD"
"KSEA","GND","121.7","GND"
"KSEA","OSHOSH TRAFFIC","118.5","CTAF"
"KSEA","TWR","119.9","TWR"
"KSEA","UNICOM","122.95","UNIC"
"KSEE","ATIS","125.45","ATIS"
"KSEE","AWOS 3","125.45","AWOS"
"KSEE","CLNC DEL","125.1","CLD"
"KSEE","CTAF","120.7","CTAF"
"KSEE","GND","121.7","GND"
"KSEE","SOCAL APP/DEP","124.35","A/D"
"KSEE","TWR","120.7","TWR"
"KSEE","UNICOM","123.05","UNIC"
"KSEF","AWOS 3","119.475","AWOS"
"KSEF","CTAF/UNICOM","122.7","UNIC"
"KSEF","MIAMI CNTR","127.2","CNTR"
"KSEF","ST PETERSBURG RDO","122.25","RDO"
"KSEG","ASOS","119.275","ASOS"
"KSEG","CTAF/UNICOM","122.7","UNIC"
"KSEG","HARRISBURG APP/DEP","118.25","A/D"
"KSEG","WILLIAMSPORT RDO","110.4","RDO"
"KSEM","ANNISTON RDO","122.4","RDO"
"KSEM","CTAF/UNICOM","122.7","UNIC"
"KSEM","MONTGOMERY APP/DEP","124","A/D"
"KSEP","AWOS 3","118.075","AWOS"
"KSEP","CTAF/UNICOM","122.8","UNIC"
"KSEP","FORT WORTH CNTR","127.15","CNTR"
"KSER","AWOS 3","119.425","AWOS"
"KSER","CTAF/UNICOM","122.8","UNIC"
"KSER","INDIANAPOLIS CNTR","124.775","CNTR"
"KSFB","APP/DEP","119.775","A/D"
"KSFB","ATIS","125.975","ATIS"
"KSFB","CLNC DEL","121.35","CLD"
"KSFB","CTAF","120.3","CTAF"
"KSFB","GND","121.35","GND"
"KSFB","SANFORD TWR","120.3","TWR"
"KSFF","ATIS","120.55","ATIS"
"KSFF","CTAF","132.5","CTAF"
"KSFF","GND","121.7","GND"
"KSFF","SEATTLE RDO","122.2","RDO"
"KSFF","SPOKANE APP/DEP","133.35","A/D"
"KSFF","TWR","132.5","TWR"
"KSFF","UNICOM","122.95","UNIC"
"KSFM","AWOS 3","120.025","AWOS"
"KSFM","BANGOR RDO","122.25","RDO"
"KSFM","CLNC DEL","121.725","CLD"
"KSFM","CTAF/UNICOM","123.075","UNIC"
"KSFM","PORTLAND APP/DEP","119.75","A/D"
"KSFO","ATIS","113.7","ATIS"
"KSFO","AWOS 1","118.05","AWOS"
"KSFO","CLNC DEL","118.2","CLD"
"KSFO","GND","121.8","GND"
"KSFO","NORCAL APP","125.35","APP"
"KSFO","NORCAL DEP","120.9","DEP"
"KSFO","TWR","120.5","TWR"
"KSFO","UNICOM","122.95","UNIC"
"KSFO","USCG","34.5","MISC"
"KSFZ","AWOS 3","120.025","AWOS"
"KSFZ","CLNC DEL","124.35","CLD"
"KSFZ","CTAF/UNICOM","123.075","UNIC"
"KSFZ","PROVIDENCE APP/DEP","135.4","A/D"
"KSGF","APP/DEP","124.95","A/D"
"KSGF","ARNG OPS","134.95","OPS"
"KSGF","ATIS","119.05","ATIS"
"KSGF","CLNC DEL","123.675","CLD"
"KSGF","COLUMBIA RDO","122.55","RDO"
"KSGF","GND","121.9","GND"
"KSGF","TWR","119.9","TWR"
"KSGF","UNICOM","122.95","UNIC"
"KSGH","178 FW OPS","141.7","OPS"
"KSGH","ATIS","25.787","ATIS"
"KSGH","AWSS","134.975","ASOS"
"KSGH","CTAF","120.7","CTAF"
"KSGH","DAYTON APP/DEP","118.85","A/D"
"KSGH","GND","121.7","GND"
"KSGH","TWR","120.7","TWR"
"KSGH","UNICOM","122.95","UNIC"
"KSGT","AWOS 3","119.025","AWOS"
"KSGT","CTAF/UNICOM","122.8","UNIC"
"KSGT","LITTLE ROCK APP/DEP","135.4","A/D"
"KSGT","LITTLE ROCK CLNC DEL","123.7","CLD"
"KSHD","AWOS 3","124.925","AWOS"
"KSHD","CTAF/UNICOM","123","UNIC"
"KSHD","LEESBURG RDO","115.3","RDO"
"KSHD","POTOMAC APP/DEP","132.85","A/D"
"KSHN","ASOS","119.275","ASOS"
"KSHN","CTAF/UNICOM","122.8","UNIC"
"KSHN","SEATTLE APP/DEP","120.1","A/D"
"KSHR","ASOS","135.175","ASOS"
"KSHR","CASPER RDO","122.5","RDO"
"KSHR","CTAF/UNICOM","123","UNIC"
"KSHR","SALT LAKE CITY CNTR","127.75","CNTR"
"KSHV","APP/DEP","119.9","A/D"
"KSHV","ATIS","128.45","ATIS"
"KSHV","CLNC DEL","124.65","CLD"
"KSHV","GND","121.9","GND"
"KSHV","TWR","121.4","TWR"
"KSHV","UNICOM","122.95","UNIC"
"KSIK","AWOS 3","119.175","AWOS"
"KSIK","CTAF/UNICOM","122.8","UNIC"
"KSIK","MEMPHIS CNTR","133.65","CNTR"
"KSIV","CTAF/UNICOM","122.8","UNIC"
"KSIV","HULLMAN APP/DEP","119.25","A/D"
"KSIY","ASOS","121.125","ASOS"
"KSIY","CTAF/UNICOM","123","UNIC"
"KSIY","RANCHO RDO","122.4","RDO"
"KSIY","SEATTLE CNTR","124.85","CNTR"
"KSJC","ATIS","126.95","ATIS"
"KSJC","CLNC DEL","118","CLD"
"KSJC","CTAF","124","CTAF"
"KSJC","GND","121.7","GND"
"KSJC","NORCAL APP","120.1","APP"
"KSJC","NORCAL APP","33.82","APP"
"KSJC","NORCAL DEP","121.3","DEP"
"KSJC","TWR","124","TWR"
"KSJN","ALBUQUERQUE CNTR","124.325","CNTR"
"KSJN","ASOS","132.175","ASOS"
"KSJN","CTAF/UNICOM","122.8","UNIC"
"KSJN","PRESCOTT RDO","112.3","RDO"
"KSJT","APP/DEP","125.35","A/D"
"KSJT","ATIS","128.45","ATIS"
"KSJT","CTAF","118.3","CTAF"
"KSJT","GND","121.9","GND"
"KSJT","RDO","122.25","RDO"
"KSJT","TWR","118.3","TWR"
"KSJT","UNICOM","122.95","UNIC"
"KSKA","ATIS","25.762","ATIS"
"KSKA","COMD POST","31.1","POST"
"KSKA","GND","121.85","GND"
"KSKA","PMSV METRO","23.48","PMSV"
"KSKA","PTD","130","PTD"
"KSKA","SPOKANE APP/DEP","123.75","A/D"
"KSKA","TWR","126.2","TWR"
"KSKA","WASHINGTON ANG OPS","29.37","OPS"
"KSKF","AFRC COMD POST","143.8","POST"
"KSKF","ATIS","120.45","ATIS"
"KSKF","GND","121.8","GND"
"KSKF","KELLY TWR","124.3","TWR"
"KSKF","PMSV METRO","23.98","PMSV"
"KSKF","PTD","130.65","PTD"
"KSKF","SAN ANTONIO APP","118.05","APP"
"KSKF","SAN ANTONIO DEP","125.7","DEP"
"KSLB","AWOS 3","118.525","AWOS"
"KSLB","CTAF/UNICOM","122.7","UNIC"
"KSLB","MINNEAPOLIS CNTR","134","CNTR"
"KSLC","ANG OPS","30.3","OPS"
"KSLC","APP/DEP","121.1","A/D"
"KSLC","ATIS","124.75","ATIS"
"KSLC","CEDAR CITY  RDO","122.4","RDO"
"KSLC","CLNC DEL","127.3","CLD"
"KSLC","GND","121.9","GND"
"KSLC","TWR","118.3","TWR"
"KSLC","UNICOM","122.95","UNIC"
"KSLE","ATIS","124.55","ATIS"
"KSLE","CTAF","119.1","CTAF"
"KSLE","GND","121.9","GND"
"KSLE","MC MINNVILLE RDO","122.6","RDO"
"KSLE","SALEM TWR","119.1","TWR"
"KSLE","SEATTLE CNTR","125.8","CNTR"
"KSLE","UNICOM","122.95","UNIC"
"KSLG","AWOS 3","118.375","AWOS"
"KSLG","CTAF/UNICOM","122.8","UNIC"
"KSLG","RAZORBACK APP/DEP","121","A/D"
"KSLI","AASF OPS","41.5","OPS"
"KSLI","AFLD OPS ADVSY SVC","126.2","AAS"
"KSLI","ARCOM OPS","139.05","POST"
"KSLI","GND","126.95","GND"
"KSLI","PMSV METRO","23.98","PMSV"
"KSLI","SOCAL APP/DEP","124.65","A/D"
"KSLI","TWR","123.85","TWR"
"KSLK","ASOS","124.175","ASOS"
"KSLK","BOSTON CNTR","120.35","CNTR"
"KSLK","BURLINGTON RDO","109.2","RDO"
"KSLK","CTAF/UNICOM","123","UNIC"
"KSLN","ARNG OPS","49.95","OPS"
"KSLN","ATIS","120.15","ATIS"
"KSLN","CTAF","119.3","CTAF"
"KSLN","GND","121.9","GND"
"KSLN","KANSAS CITY CNTR","134.9","CNTR"
"KSLN","TWR","119.3","TWR"
"KSLN","UNICOM","122.95","UNIC"
"KSLN","WICHITA RDO","122.4","RDO"
"KSLO","AWOS 3","118.525","AWOS"
"KSLO","CTAF/UNICOM","122.8","UNIC"
"KSLO","KANSAS CITY CNTR","127.7","CNTR"
"KSLR","AWOS 3","118.35","AWOS"
"KSLR","CTAF/UNICOM","123.075","UNIC"
"KSLR","FORT WORTH CNTR","132.85","CNTR"
"KSMD","CTAF/UNICOM","122.8","UNIC"
"KSMD","FORT WAYNE APP/DEP","127.2","A/D"
"KSME","AWOS 3","124.85","AWOS"
"KSME","CTAF/UNICOM","122.8","UNIC"
"KSME","INDIANAPOLIS CNTR","121.325","CNTR"
"KSME","LOUISVILLE RDO","122.55","RDO"
"KSMF","ATIS","126.75","ATIS"
"KSMF","CAPITOL TWR","125.7","TWR"
"KSMF","CLNC DEL","121.1","CLD"
"KSMF","GND","121.7","GND"
"KSMF","NORCAL APP/DEP","125.25","A/D"
"KSMF","NORCAL APP/DEP","25.91","A/D"
"KSMF","UNICOM","122.95","UNIC"
"KSMN","AWOS 3","135.075","AWOS"
"KSMN","BOISE RDO","122.55","RDO"
"KSMN","CTAF/UNICOM","122.8","UNIC"
"KSMN","SALT LAKE CITY CNTR","132.4","CNTR"
"KSMO","ATIS","119.15","ATIS"
"KSMO","CTAF","120.1","CTAF"
"KSMO","GND","121.9","GND"
"KSMO","SOCAL APP","124.3","APP"
"KSMO","SOCAL DEP","125.2","DEP"
"KSMO","TWR","120.1","TWR"
"KSMO","UNICOM","122.95","UNIC"
"KSMX","ATIS","121.15","ATIS"
"KSMX","CTAF","118.3","CTAF"
"KSMX","GND","121.9","GND"
"KSMX","HAWTHORNE RDO","111","RDO"
"KSMX","SANTA BARB APP/DEP","124.15","A/D"
"KSMX","TWR","118.3","TWR"
"KSMX","UNICOM","122.95","UNIC"
"KSNA","ATIS","126","ATIS"
"KSNA","CLNC DEL","118","CLD"
"KSNA","CTAF","126.8","CTAF"
"KSNA","GND","120.8","GND"
"KSNA","RIVERSIDE RDO","122.45","RDO"
"KSNA","SOCAL APP","121.3","APP"
"KSNA","SOCAL APP","38.02","APP"
"KSNA","SOCAL DEP","128.1","DEP"
"KSNA","TWR","119.9","TWR"
"KSNA","UNICOM","122.95","UNIC"
"KSNK","AWOS 3","119.925","AWOS"
"KSNK","CTAF/UNICOM","122.8","UNIC"
"KSNK","FORT WORTH CNTR","127.45","CNTR"
"KSNK","FORT WORTH RDO","122.45","FSS"
"KSNL","AWOS 3","118.275","AWOS"
"KSNL","CTAF/UNICOM","122.7","UNIC"
"KSNL","FORT WORTH CNTR","132.2","CNTR"
"KSNL","OKLAHOMA CITY","120.45","A/D"
"KSNS","ATIS","124.85","ATIS"
"KSNS","CTAF","119.4","CTAF"
"KSNS","GND","121.7","GND"
"KSNS","NORCAL APP/DEP","127.15","A/D"
"KSNS","OAKLAND RDO","122.6","RDO"
"KSNS","TWR","119.4","TWR"
"KSNS","UNICOM","122.95","UNIC"
"KSNY","ASOS","118.025","ASOS"
"KSNY","COLUMBUS RDO","122.45","RDO"
"KSNY","CTAF/UNICOM","122.8","UNIC"
"KSNY","DENVER CNTR","118.475","CNTR"
"KSOP","AWOS 3","127.575","AWOS"
"KSOP","CTAF/UNICOM","123.05","UNIC"
"KSOP","FAYETTEVILLE APP/DEP","127.8","A/D"
"KSOP","FAYETTEVILLE CLNCDEL","127","CLD"
"KSOW","ALBUQUERQUE CNTR","132.9","CNTR"
"KSOW","AWOS 3","118.075","AWOS"
"KSOW","CTAF/UNICOM","123","UNIC"
"KSPA","ANDERSON RDO","115.7","RDO"
"KSPA","AWOS 3","133.925","AWOS"
"KSPA","CLNC DEL","120.55","CLD"
"KSPA","CTAF/UNICOM","123","UNIC"
"KSPA","GREER APP/DEP","119.4","A/D"
"KSPF","AWOS 3","118.325","AWOS"
"KSPF","CTAF/UNICOM","122.8","UNIC"
"KSPF","ELLSWORTH APP/DEP","119.5","A/D"
"KSPF","HURON RDO","122.55","RDO"
"KSPG","ASOS","118.875","ASOS"
"KSPG","CTAF","127.4","CTAF"
"KSPG","GND","121.8","GND"
"KSPG","TAMPA APP/DEP","119.65","A/D"
"KSPG","TWR","127.4","TWR"
"KSPG","UNICOM","122.95","UNIC"
"KSPI","ANG OPS","27.217","OPS"
"KSPI","ATIS","127.65","ATIS"
"KSPI","CLNC DEL","121.7","CLD"
"KSPI","CTAF","121.3","CTAF"
"KSPI","GND","121.9","GND"
"KSPI","SPRINGFIELD APP/DEP","118.6","A/D"
"KSPI","SPRINGFIELD TWR","121.3","TWR"
"KSPI","ST LOUIS RDO","122.25","RDO"
"KSPI","UNICOM","131.42","UNIC"
"KSPS","APP","118.2","APP"
"KSPS","ATIS","132.05","ATIS"
"KSPS","CLNC DEL","121.2","CLD"
"KSPS","CTAF","119.75","CTAF"
"KSPS","DEP","120.4","DEP"
"KSPS","FORT WORTH RDO","122.65","RDO"
"KSPS","GND","125.5","GND"
"KSPS","PMSV METRO","34.46","PMSV"
"KSPS","PTD","37.22","PTD"
"KSPS","TWR","119.75","TWR"
"KSPS","UNICOM","122.95","UNIC"
"KSPZ","CTAF","122.9","CTAF"
"KSQI","AWOS 3","119.175","AWOS"
"KSQI","CTAF/UNICOM","123","UNIC"
"KSQI","ROCKFORD APP/DEP","126","A/D"
"KSQI","ROCKFORD CLNC DEL","128","CLD"
"KSQL","ATIS","125.9","ATIS"
"KSQL","CTAF","119","CTAF"
"KSQL","GND","121.6","GND"
"KSQL","NORCAL APP","133.95","APP"
"KSQL","NORCAL APP","33.82","APP"
"KSQL","NORCAL DEP","135.65","DEP"
"KSQL","TWR","119","TWR"
"KSQL","UNICOM","122.95","UNIC"
"KSRC","ASOS","128.325","ASOS"
"KSRC","CTAF/UNICOM","122.7","UNIC"
"KSRC","LITTLE ROCK APP/DEP","119.75","A/D"
"KSRC","LITTLE ROCK CLNC DEL","121.7","CLD"
"KSRQ","ASOS","134.15","ASOS"
"KSRQ","ATIS","134.15","ATIS"
"KSRQ","CLNC DEL","118.25","CLD"
"KSRQ","CTAF","120.1","CTAF"
"KSRQ","GND","121.9","GND"
"KSRQ","ST PETERSBURG RDO","115.2","RDO"
"KSRQ","TAMPA APP/DEP","119.65","A/D"
"KSRQ","TWR","120.1","TWR"
"KSRQ","UNICOM","122.95","UNIC"
"KSRR","ALBUQUERQUE CNTR","132.65","CNTR"
"KSRR","ALBUQUERQUE RDO","122.25","FSS"
"KSRR","AWOS 3","126.475","AWOS"
"KSRR","CTAF/UNICOM","122.8","UNIC"
"KSSC","APP/DEP","125.4","A/D"
"KSSC","ATIS","132.125","ATIS"
"KSSC","CLNC DEL","121.8","CLD"
"KSSC","COMD POST","38.13","POST"
"KSSC","GND","126.1","GND"
"KSSC","PMSV METRO","34.25","PMSV"
"KSSC","PTD","139.6","PTD"
"KSSC","TWR","126.65","TWR"
"KSSF","ATIS","128.8","ATIS"
"KSSF","CLNC DEL","121.7","CLD"
"KSSF","CTAF","118.2","CTAF"
"KSSF","GND","121.7","GND"
"KSSF","SAN ANTONIO APP/DEP","125.7","A/D"
"KSSF","TWR","118.2","TWR"
"KSSF","UNICOM","122.95","UNIC"
"KSSI","ASOS","118.525","ASOS"
"KSSI","CTAF/UNICOM","123.05","UNIC"
"KSSI","JACKSONVILLE CNTR","126.75","CNTR"
"KSTC","ASOS","118.25","ASOS"
"KSTC","ATIS","119.375","ATIS"
"KSTC","CLNC DEL","118.25","CLD"
"KSTC","CTAF","123.5","CTAF"
"KSTC","GND","121.6","GND"
"KSTC","MINNEAPOLIS CNTR","121.05","CNTR"
"KSTC","PRINCETON RDO","122.5","RDO"
"KSTC","TWR","118.25","TWR"
"KSTE","AWOS 3","119.275","AWOS"
"KSTE","CTAF/UNICOM","122.7","UNIC"
"KSTE","GREEN BAY RDO","110.6","RDO"
"KSTE","MINNEAPOLIS CNTR","124.4","CNTR"
"KSTJ","ANG COMD POST","34.94","POST"
"KSTJ","ATIS","125.05","ATIS"
"KSTJ","CTAF","126.9","CTAF"
"KSTJ","GND","121.9","GND"
"KSTJ","ST JOSEPH APP/DEP","120.35","A/D"
"KSTJ","ST JOSEPH TWR","126.9","TWR"
"KSTJ","UNICOM","122.95","UNIC"
"KSTK","AKRON RDO","122.2","RDO"
"KSTK","AWOS 3","118.525","AWOS"
"KSTK","CTAF/UNICOM","122.8","UNIC"
"KSTK","DENVER CNTR","118.475","A/D"
"KSTL","ANG OPS","29.79","OPS"
"KSTL","ATIS","125.025","ATIS"
"KSTL","CLNC DEL","119.5","CLD"
"KSTL","ST LOUIS APP","120.05","APP"
"KSTL","ST LOUIS APP","28.91","APP"
"KSTL","ST LOUIS DEP","119.15","DEP"
"KSTL","ST LOUIS GND","118.925","GND"
"KSTL","ST LOUIS GND","22.712","GND"
"KSTL","ST LOUIS RDO","122.05","RDO"
"KSTL","ST LOUIS TWR","118.5","TWR"
"KSTL","ST LOUIS TWR","28.46","TWR"
"KSTL","UNICOM","122.95","UNIC"
"KSTP","ARNG OPS","41.4","OPS"
"KSTP","ATIS","118.35","ATIS"
"KSTP","CTAF","119.1","CTAF"
"KSTP","GND/CLNC DEL","121.675","GCCD"
"KSTP","MINNEAPOLIS APP/DEP","121.2","A/D"
"KSTP","TWR","119.1","TWR"
"KSTP","UNICOM","122.95","UNIC"
"KSUA","ATIS","134.475","ATIS"
"KSUA","CTAF","126.6","CTAF"
"KSUA","GND","121.7","GND"
"KSUA","PALM BEACH APP/DEP","128.3","A/D"
"KSUA","STUART TWR","126.6","TWR"
"KSUE","AWOS 3","128.325","AWOS"
"KSUE","CTAF/UNICOM","122.7","UNIC"
"KSUE","GREEN BAY APP/DEP","119.25","A/D"
"KSUN","ATIS","128.225","ATIS"
"KSUN","AWOS","128.225","AWOS"
"KSUN","BOISE RDO","122.4","RDO"
"KSUN","CTAF","125.6","CTAF"
"KSUN","GND","121.7","GND"
"KSUN","HAILEY TWR","125.6","TWR"
"KSUN","SALT LAKE CITY CNTR","118.05","CNTR"
"KSUN","UNICOM","122.95","UNIC"
"KSUS","ADVSY SVC","124.75","AAS"
"KSUS","ATIS","134.8","ATIS"
"KSUS","CLNC DEL","121.7","CLD"
"KSUS","CTAF","124.75","CTAF"
"KSUS","GND","121.7","GND"
"KSUS","ST LOUIS APP/DEP","126.5","A/D"
"KSUS","ST LOUIS RDO","122.2","RDO"
"KSUS","TWR","122.6","TWR"
"KSUS","UNICOM","122.95","UNIC"
"KSUU","AERO CLUB UNICOM","123.3","UNIC"
"KSUU","APP","119.9","APP"
"KSUU","ATIS","116.4","ATIS"
"KSUU","CLNC DEL","127.55","CLD"
"KSUU","COMD POST","141.9","POST"
"KSUU","DEP","119.9","DEP"
"KSUU","GND","121.8","GND"
"KSUU","PMSV METRO","26.92","PMSV"
"KSUU","PTD","28.557","PTD"
"KSUU","TWR","120.75","TWR"
"KSUW","AWOS 3","118.875","AWOS"
"KSUW","CLNC DEL","124.8","CLD"
"KSUW","CTAF/UNICOM","122.7","UNIC"
"KSUW","DULUTH APP/DEP","125.45","A/D"
"KSUX","ANG COMD POST","37.31","OPS"
"KSUX","ATIS","119.45","ATIS"
"KSUX","CTAF","118.7","CTAF"
"KSUX","FORT DODGE RDO","122.45","RDO"
"KSUX","GND","121.9","GND"
"KSUX","SIOUX CITY APP/DEP","124.6","A/D"
"KSUX","SIOUX CITY TWR","118.7","TWR"
"KSUX","UNICOM","122.95","UNIC"
"KSVC","ALBUQUERQUE CNTR","134.45","CNTR"
"KSVC","ALBUQUERQUE RDO","110.8","RDO"
"KSVC","AWOS 3","126.725","AWOS"
"KSVC","CTAF/UNICOM","122.8","UNIC"
"KSVE","AWOS 3","133.8","AWOS"
"KSVE","CTAF/UNICOM","122.8","UNIC"
"KSVE","OAKLAND CNTR","128.8","CNTR"
"KSVH","ATLANTA CNTR","125.15","CNTR"
"KSVH","AWOS 3","119.225","AWOS"
"KSVH","CTAF","123.075","CTAF"
"KSVN","ARNG OPS","38.15","OPS"
"KSVN","ATIS","32.312","ATIS"
"KSVN","CTAF","133.55","CTAF"
"KSVN","GND","121.8","GND"
"KSVN","PMSV METRO","30.9","PMSV"
"KSVN","PTD","126.2","PTD"
"KSVN","SAVANNAH APP/DEP","118.4","A/D"
"KSVN","TWR","46.7","TWR"
"KSVN","USCG SAVANNAH AIR","34.5","MISC"
"KSWF","105 AW COMD POST","37.94","ACP"
"KSWF","AR OPS","38.5","MISC"
"KSWF","ARMY OPS","49.75","OPS"
"KSWF","ATIS","124.575","ATIS"
"KSWF","GND","121.9","GND"
"KSWF","NEW YORK CNTR","132.75","CNTR"
"KSWF","TWR","121","TWR"
"KSWF","UNICOM","122.95","UNIC"
"KSWO","ASOS","135.725","ASOS"
"KSWO","CTAF/UNICOM","122.7","UNIC"
"KSWO","GND","121.6","GND"
"KSWO","KANSAS CITY CNTR","128.3","CNTR"
"KSWO","MC ALESTER RDO","122.3","RDO"
"KSWO","TWR","125.35","TWR"
"KSWW","ABILENE APP/DEP","127.2","A/D"
"KSWW","AWOS 3","119.025","AWOS"
"KSWW","CTAF/UNICOM","122.8","UNIC"
"KSYI","AWOS 3","119.275","AWOS"
"KSYI","CTAF/UNICOM","122.8","UNIC"
"KSYI","MEMPHIS CNTR","126.75","CNTR"
"KSYI","NASHVILLE RDO","109","RDO"
"KSYR","ANG OPS","139.625","OPS"
"KSYR","APP/DEP","126.125","A/D"
"KSYR","ATIS","132.05","ATIS"
"KSYR","CLNC DEL","125.05","CLD"
"KSYR","GND","121.7","GND"
"KSYR","TWR","120.3","TWR"
"KSYR","UNICOM","122.95","UNIC"
"KSYV","CTAF/UNICOM","122.8","UNIC"
"KSYV","JACKSONVILLE CNTR","125.75","CNTR"
"KSZL","303 TFS OPS","22.78","OPS"
"KSZL","APP","127.45","APP"
"KSZL","ARNG HAWK OPS","49.65","A/G"
"KSZL","ATIS","139.3","ATIS"
"KSZL","CLNC DEL","121.75","CLD"
"KSZL","COMD POST","31.1","POST"
"KSZL","DEP","125.925","DEP"
"KSZL","GND","128.275","GND"
"KSZL","PMSV METRO","34.46","PMSV"
"KSZL","PTD","118.725","PTD"
"KSZL","TWR","132.4","TWR"
"KTAD","ASOS","119.025","ASOS"
"KTAD","CTAF/UNICOM","122.8","UNIC"
"KTAD","DENVER CNTR","128.375","CNTR"
"KTAD","DENVER RDO","122.2","RDO"
"KTBN","ATIS","118.7","ATIS"
"KTBN","CTAF","125.4","CTAF"
"KTBN","FORNEY TWR","125.4","TWR"
"KTBN","KANSAS CITY CNTR","133.8","CNTR"
"KTBR","AWOS 3","119.025","AWOS"
"KTBR","CTAF/UNICOM","122.8","UNIC"
"KTBR","MACON RDO","122.6","RDO"
"KTBR","SAVANNAH APP/DEP","118.4","A/D"
"KTCC","ALBUQUERQUE CNTR","126.85","CNTR"
"KTCC","ALBUQUERQUE RDO","122.35","RDO"
"KTCC","ASOS","119.275","ASOS"
"KTCC","CTAF/UNICOM","122.95","UNIC"
"KTCL","ANNISTON RDO","122.2","RDO"
"KTCL","ASOS","132.825","ASOS"
"KTCL","BIRMINGHAM APP/DEP","120.15","A/D"
"KTCL","CTAF","126.3","CTAF"
"KTCL","GND","121.8","GND"
"KTCL","TWR","126.3","TWR"
"KTCL","UNICOM","122.95","UNIC"
"KTCM","ATIS","27.01","ATIS"
"KTCM","COMD POST","34.94","POST"
"KTCM","GND","125.15","GND"
"KTCM","PMSV METRO","34.25","PMSV"
"KTCM","PTD","37.22","PTD"
"KTCM","SEATTLE APP/DEP","126.5","A/D"
"KTCM","TWR","124.8","TWR"
"KTCS","ALBUQUERQUE CNTR","128.2","CNTR"
"KTCS","ALBUQUERQUE RDO","122.2","RDO"
"KTCS","ASOS","120.675","ASOS"
"KTCS","CTAF/UNICOM","122.8","UNIC"
"KTDO","CTAF","122.9","CTAF"
"KTDW","AMARILLO APP/DEP","119.5","A/D"
"KTDW","CLNC DEL","125.4","CLD"
"KTDW","CTAF/UNICOM","122.8","UNIC"
"KTDZ","ASOS","121.575","ASOS"
"KTDZ","CLNC DEL","125.6","CLD"
"KTDZ","CTAF/UNICOM","123.05","UNIC"
"KTDZ","TOLEDO APP/DEP","126.1","A/D"
"KTEB","ARPT OPS","130.575","OPS"
"KTEB","ATIS","132.025","ATIS"
"KTEB","MILLVILLE RADIO, ALTERNATE FREQUENCY","122.2","RDO"
"KTEB","MILLVILLE RADIO","122.65","RDO"
"KTEB","NEW YORK APPROACH","127.6","APP"
"KTEB","NEW YORK DEPARTURES, ALTERNATE FREQUENCY","119.2","DEP"
"KTEB","NEW YORK DEPARTURES","126.7","DEP"
"KTEB","TETERBORO CLEARANCE","128.05","CLD"
"KTEB","TETERBORO GROUND","121.9","GND"
"KTEB","TETERBORO TOWER, ALTERNATE FREQUENCY","125.1","TWR"
"KTEB","TETERBORO TOWER","119.5","TWR"
"KTEX","CTAF/UNICOM","123","UNIC"
"KTEX","DENVER CNTR","125.35","CNTR"
"KTEX","DENVER RDO","122.15","FSS"
"KTHA","AWOS 3","128.325","AWOS"
"KTHA","CTAF/UNICOM","123","UNIC"
